LCDM,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Zhao et al.,Osuna Enciso et al.
9.250215406096585e-07,0.5619988656357575,0.5619988656357575,0.8427191828739334,0.5619988656357574,0.8427191828739334,234352.0,176637.0,0.7919468864838799,1.932420202020202,103494877885690732893131983345322044727820236155826017168837128045448,0.0001520605824825084
4.882039641256585e-07,0.5607717593278011,0.5607717593278011,0.883119101520007,0.560771759327801,0.883119101520007,235253.0,177429.0,0.7904722833105107,1.9401131313131312,103773916775088402538234213646457576177348096732205030332539328557660,0.00015197871231159977
1.4394212211253792e-06,0.5611845991513307,0.5611845991513307,0.8832088235294115,0.5611845991513307,0.8832088235294115,235509.0,181658.0,0.7907286932271248,1.9422787878787882,103695300762680310028506012022276979376273091933942281759265022622916,0.00015430042982025264
9.644491703875715e-07,0.5590983247589397,0.5590983247589397,0.8723618016964025,0.5590983247589397,0.8723618016964025,235460.0,183512.0,0.7885147048634069,1.9417939393939392,103498707115783275318869713586442480761151704576065625091659030056350,0.0001599712431293869
1.1474625597963588e-06,0.5580777626508554,0.5580777626508554,0.8445802413187562,0.5580777626508554,0.8445802413187562,234472.0,175909.0,0.7874660850680761,1.933511111111111,108446584664018104737303903165599297572378851037517711287703859364214,0.00015283053409475316
9.729465609068853e-07,0.5649185231517792,0.5649185231517792,0.8649240867579908,0.5649185231517792,0.8649240867579908,235490.0,179721.0,0.7972248978788901,1.9412525252525255,104342877730640527501266610386874557424125744493833532285953278427324,0.00016246434040729482
9.874393903860323e-07,0.5676390346104128,0.5676390346104128,0.8690855926188789,0.5676390346104129,0.8690855926188789,234476.0,177787.0,0.7993872061895383,1.9332363636363639,108569506438428481299478267413220064465478958501953119171890177021986,0.00015754852525206797
7.123901329544853e-07,0.5581038920514219,0.5581038920514219,0.8150608027047661,0.558103892051422,0.8150608027047661,233760.0,177371.0,0.7874423158553361,1.9273939393939394,113894433673470217904176637208452852695116790523699768099787442848708,0.00015761486169371298
1.5051773002841053e-06,0.5600814956972983,0.5600814956972983,0.8430656975433856,0.5600814956972981,0.8430656975433856,235378.0,177994.0,0.7900836482734453,1.9406626262626263,109550574064661278025991300164088784435188590586761384179592357560986,0.00016000456700083042
1.4944647908188473e-06,0.5612801236244733,0.5612801236244733,0.8843181549728324,0.5612801236244733,0.8843181549728324,235452.0,182723.0,0.7916824231376758,1.941511111111111,101256470252166406861062797678228881989326771483893420890538433133368,0.00016079799543062856
6.860279187771693e-07,0.5591671676547176,0.5591671676547176,0.8782841823056303,0.5591671676547176,0.8782841823056303,235198.0,179212.0,0.7892805342361223,1.939022222222222,104985921198757703361920220578904460451145888547575873229815055442360,0.000157548525252068
9.885631905448404e-07,0.5512540971356094,0.5512540971356094,0.8056212087790889,0.5512540971356094,0.8056212087790889,234961.0,179916.0,0.7785648558452525,1.9368323232323232,109375319193625980957596889961198100154914260576655812359526839159216,0.00015352168295933093
1.5200723667438825e-06,0.5624844214290183,0.5624844214290183,0.7809411212026309,0.5624844214290186,0.7809411212026309,235282.0,175255.0,0.7938685872061804,1.9396929292929292,108216081098145255346913764600061137358814510990691814746635571481306,0.0001528298638537173
1.5638564949789447e-06,0.5617052961448546,0.5617052961448546,0.8067089050309384,0.5617052961448546,0.8067089050309384,235857.0,181880.0,0.7928188542065601,1.9442828282828284,107961558298891747489716180277509541390387437269516282494233398132284,0.00015668741154320509
9.781469508162264e-07,0.5622692720325199,0.5622692720325199,0.7794238972118184,0.5622692720325198,0.7794238972118184,235537.0,178454.0,0.7931326150753576,1.9419393939393939,103299693796479961866093766859383929019539283916969132914823972205824,0.00015596508280034816
1.5244685886121017e-06,0.5607298493208933,0.5607298493208933,0.8412019723810453,0.5607298493208933,0.8412019723810453,235217.0,175735.0,0.7906170003891906,1.9390949494949496,102304124119926668639140108425549625594035758373464654241011649201614,0.00015353767230318773
9.608192040576535e-07,0.5718307342159163,0.5718307342159163,0.771899405029749,0.5718307342159165,0.771899405029749,236199.0,177994.0,0.8059769434459132,1.9469414141414143,102695350259680441648540238200961035691595018263180038036381783110902,0.00015352100968724937
1.6634661460127833e-06,0.5693435993326103,0.5693435993326103,0.8107710651828299,0.5693435993326101,0.8107710651828299,236488.0,173310.0,0.8027888539995117,1.9491070707070708,96008018036907589251170923182334472108743464950309604660878787787818,0.00015998790419748023
1.6848342944913185e-06,0.5649223589581912,0.5649223589581912,0.7300781514638279,0.5649223589581912,0.7300781514638279,235568.0,171344.0,0.7969923609879622,1.9419232323232325,111549311758283735459617411928088157259162091689191281384787666958030,0.00014518096345486481
1.0721999416597639e-06,0.5680634481628177,0.5680634481628177,0.7923813111304504,0.5680634481628177,0.7923813111304504,235109.0,166395.0,0.8006780802739623,1.9382787878787877,106649153942357508048025754623353085677479418790098099354887738281432,0.00015201241421239865
5.090114461457649e-07,0.5699134080045376,0.5699134080045376,0.855316109592099,0.5699134080045376,0.855316109592099,235700.0,169365.0,0.8023105894818955,1.942860606060606,109376691483197241866285006716830703798337447766690702461740483802318,0.00015834626480458193
9.682776453053368e-07,0.5630211871767729,0.5630211871767729,0.7834785318289821,0.5630211871767727,0.7834785318289821,235495.0,160561.0,0.7931722709520953,1.9413979797979797,105554157797484349623573060225265353781514320052969093816957509713512,0.0001543311750691897
1.4370678883798417e-06,0.5694929877479085,0.5694929877479085,0.7829989521302422,0.5694929877479086,0.7829989521302422,236394.0,167110.0,0.8011943391886783,1.9491151515151517,104073861469962790062117394615743526126164920523671026015479177055136,0.00016244742144425292
6.560054932270876e-07,0.5669566411274585,0.5669566411274585,0.7852408552292637,0.5669566411274586,0.7852408552292637,235823.0,165456.0,0.7959544571561044,1.9448888888888891,101219863232370188005070843641537686002431497902910278008559433120162,0.00015682080690882576
9.388302716524982e-07,0.5671722942496864,0.5671722942496864,0.7689452371040382,0.5671722942496863,0.7689452371040382,236013.0,176796.0,0.7982770474280585,1.9463111111111109,97548867870877746053578773708454841472163778919737824723392191047044,0.00015279736414664793
1.4975938125685686e-06,0.5661040329125405,0.5661040329125405,0.751452534699027,0.5661040329125406,0.751452534699027,236285.0,167944.0,0.7970964678010294,1.9485252525252525,101496045272201810334269688584576400560587335373618431550991666884942,0.0001582796205323221
9.961604061462752e-07,0.5686659801035571,0.5686659801035571,0.826788943704805,0.568665980103557,0.826788943704805,236812.0,165350.0,0.8001062573069914,1.9530020202020202,103325253752715179158663571707232424102902514756244541032160149781898,0.0001535334546866175
6.594143839428699e-07,0.5734046029609432,0.5734046029609432,0.8027980576238261,0.5734046029609431,0.8027980576238261,236625.0,167803.0,0.8046811972503604,1.9512080808080807,104322042557651773060996938980970204810890852666922420630241263715546,0.000157582035522016
